Month,Customer Id,Origin Zip Code,Destination Zip Code,Distance,Loads,Lanes with Multiple Carriers,Same Day Loads,Lane,Equipment Type,Order Type,Total Cost USD
7,AMAZSEWA,18202,76177,1494.2,1,1,0,"Hazleton, PA -- Fort Worth, TX",Van - 53 Feet,Expedited,200
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,1400
7,WHITBRCO,75212,32226,1020.5,1,1,0,"Dallas, TX -- Jacksonville, FL",Reefer - 53,Truckload Contract,2000
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,800
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,925
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,900
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,800
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,750
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,897
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,200
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,800
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,850
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,825
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,1000
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,1100
7,AMAZSEWA,18202,76177,1494.2,1,1,0,"Hazleton, PA -- Fort Worth, TX",Van - 53 Feet,Expedited,2400
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,200
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,922
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,200
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,997
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,700
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,700
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,900
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,850
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,700
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,700
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,850
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,800
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,897
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,850
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,800
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,1077
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,900
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,850
7,AMAZSEWA,18202,76177,1494.2,1,1,0,"Hazleton, PA -- Fort Worth, TX",Van - 53 Feet,Expedited,2500
7,AMAZSEW2,18109,6492,185.9,1,1,1,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,300
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,750
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,700
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,897
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,850
7,WHITBRCO,75212,32226,1020.5,1,1,0,"Dallas, TX -- Jacksonville, FL",Reefer - 53,Truckload Contract,1900
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,975
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,AMAZSEWA,18202,76177,1494.2,1,1,0,"Hazleton, PA -- Fort Worth, TX",Van - 53 Feet,Expedited,2500
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
8,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
8,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
8,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
8,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
8,AMAZSEW2,46168,55379,609.8,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,950
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,750
7,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,950
7,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,1000
8,AMAZSEWA,18202,76177,1494.2,1,1,0,"Hazleton, PA -- Fort Worth, TX",Van - 53 Feet,Expedited,2500
7,AMAZSEWA,18202,76177,1494.2,1,1,0,"Hazleton, PA -- Fort Worth, TX",Van - 53 Feet,Expedited,3000
8,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,795
7,TRIPCHIL,60609,28273,768.2,1,0,1,"Chicago, IL -- Charlotte, NC",intermodal,Intermodal,1207
8,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,750
7,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,700
8,AMAZSEW2,46168,55379,609.7,1,1,0,"Plainfield, IN -- Shakopee, MN",Van - 53 Feet,Expedited,1100
8,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,775
8,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,775
8,AMAZSEW2,18109,6492,185.9,1,1,0,"Allentown, PA -- Wallingford, CT",Van - 53 Feet,Expedited,800
8,EMERSAM2,78503,75261,518.9,1,1,0,"Mcallen, TX -- Dallas, TX",Van - 53 Feet,Truckload Contract,700
8,AMAZSEW2,62025,30344,564.8,1,1,0,"Edwardsville, IL -- Atlanta, GA",Van - 53 Feet,Expedited,1500
