UnixTime,Month,Day,Origin Zip Code,Destination Zip Code,Total Cost USD
2017,7,13,78503,75261,750
2017,7,13,78503,75261,1100
2017,7,12,78503,75261,1000
2017,7,14,18109,6492,900
2017,7,13,78503,75261,1000
2017,7,16,18109,6492,200
2017,7,18,18109,6492,800
2017,7,18,18109,6492,300
2017,7,20,18109,6492,200
2017,7,21,18109,6492,800
2017,7,22,18109,6492,800
2017,7,22,18109,6492,400
2017,7,16,18109,6492,800
2017,7,19,18109,6492,800
2017,7,19,18109,6492,800
2017,7,20,18109,6492,800
2017,7,14,78503,75261,700
2017,7,17,78503,75261,700
2017,7,14,78503,75261,950
2017,7,17,78503,75261,950
2017,7,16,46168,55379,1200
2017,7,17,18109,6492,800
2017,7,17,46168,55379,1100
2017,7,17,18109,6492,800
2017,7,18,18202,76177,2500
2017,7,17,18202,76177,2500
2017,7,19,78503,75261,800
2017,7,17,78503,75261,900
2017,7,18,78503,75261,900
2017,7,18,78503,75261,900
2017,7,18,78503,75261,900
2017,7,18,46168,55379,1200
2017,7,19,46168,55379,1000
2017,7,18,18202,76177,200
2017,7,18,46168,55379,1400
2017,7,17,75212,32226,2000
2017,7,18,78503,75261,800
2017,7,18,78503,75261,925
2017,7,19,78503,75261,900
2017,7,18,78503,75261,800
2017,7,19,78503,75261,750
2017,7,19,78503,75261,897
2017,7,20,18109,6492,200
2017,7,21,78503,75261,800
2017,7,20,78503,75261,850
2017,7,20,78503,75261,825
2017,7,20,78503,75261,1000
2017,7,21,46168,55379,1100
2017,7,22,18202,76177,2400
2017,7,25,46168,55379,950
2017,7,26,46168,55379,950
2017,7,27,46168,55379,950
2017,7,29,46168,55379,950
2017,7,23,18109,6492,800
2017,7,23,18109,6492,200
2017,7,24,18109,6492,300
2017,7,24,18109,6492,300
2017,7,25,18109,6492,800
2017,7,25,18109,6492,300
2017,7,26,18109,6492,800
2017,7,26,18109,6492,300
2017,7,27,18109,6492,300
2017,7,28,18109,6492,800
2017,7,28,18109,6492,800
2017,7,20,78503,75261,922
2017,7,23,46168,55379,200
2017,7,21,78503,75261,997
2017,7,24,46168,55379,950
2017,7,24,78503,75261,700
2017,7,21,78503,75261,700
2017,7,24,46168,55379,950
2017,7,22,46168,55379,900
2017,7,24,18109,6492,300
2017,7,25,78503,75261,850
2017,7,24,18109,6492,700
2017,7,25,18109,6492,800
2017,7,24,78503,75261,700
2017,7,25,78503,75261,850
2017,7,25,78503,75261,800
2017,7,25,18109,6492,300
2017,7,26,18109,6492,300
2017,7,27,46168,55379,950
2017,7,26,78503,75261,800
2017,7,26,78503,75261,897
2017,7,27,78503,75261,850
2017,7,26,78503,75261,800
2017,7,28,46168,55379,1077
2017,7,27,78503,75261,900
2017,7,27,78503,75261,850
2017,7,30,18202,76177,2500
2017,7,27,18109,6492,800
2017,7,27,18109,6492,300
2017,7,27,18109,6492,800
2017,7,28,18109,6492,800
2017,7,29,18109,6492,300
2017,7,30,18109,6492,800
2017,7,31,18109,6492,800
2017,7,31,18109,6492,800
2017,8,1,18109,6492,800
2017,8,1,18109,6492,800
2017,8,2,18109,6492,800
2017,8,2,18109,6492,300
2017,8,3,18109,6492,800
2017,8,3,18109,6492,800
2017,8,4,18109,6492,800
2017,8,5,18109,6492,800
2017,8,5,18109,6492,800
2017,8,4,18109,6492,800
2017,7,30,18109,6492,300
2017,7,28,78503,75261,750
2017,7,28,78503,75261,700
2017,7,27,78503,75261,897
2017,7,27,78503,75261,850
2017,7,27,75212,32226,1900
2017,7,28,78503,75261,975
2017,7,30,46168,55379,950
2017,7,31,18202,76177,2500
2017,7,31,46168,55379,950
2017,8,2,46168,55379,950
2017,8,5,46168,55379,950
2017,8,4,46168,55379,950
2017,8,1,46168,55379,950
2017,8,3,46168,55379,950
2017,7,31,78503,75261,750
2017,7,29,18109,6492,800
2017,7,28,78503,75261,950
2017,7,30,46168,55379,1000
2017,8,1,18202,76177,2500
2017,7,30,18202,76177,3000
2017,8,1,78503,75261,795
2017,7,31,60609,28273,1207
2017,8,2,78503,75261,750
2017,7,31,78503,75261,700
2017,8,2,46168,55379,1100
2017,8,1,78503,75261,775
2017,8,1,78503,75261,775
2017,8,2,18109,6492,800
2017,8,1,78503,75261,700
2017,8,3,62025,30344,1500
2017,8,2,78503,75261,750
2017,8,2,78503,75261,800
2017,8,6,46168,55379,950
2017,8,8,46168,55379,950
2017,8,10,46168,55379,950
2017,8,11,46168,55379,950
2017,8,12,46168,55379,950
2017,8,2,78503,75261,825
2017,8,2,78503,75261,825
2017,8,3,78503,75261,825
2017,8,3,78503,75261,800
2017,8,4,18109,6492,900
2017,8,6,18202,76177,2500
2017,8,4,78503,75261,750
2017,8,6,18109,6492,300
2017,8,6,18109,6492,800
2017,8,7,18109,6492,300
2017,8,7,18109,6492,800
2017,8,8,18109,6492,300
2017,8,8,18109,6492,800
2017,8,9,18109,6492,300
2017,8,9,18109,6492,800
2017,8,10,18109,6492,800
2017,8,12,18109,6492,0
2017,8,12,18109,6492,800
2017,8,11,18109,6492,800
2017,8,3,18109,6492,299
2017,8,4,18202,76177,2500
2017,8,3,78503,75261,800
2017,8,6,18202,76177,2500
2017,8,5,18109,6492,200
2017,8,8,18202,76177,200
2017,8,9,46168,55379,950
2017,8,7,78503,75261,700
2017,8,7,18109,6492,800
2017,8,6,18109,6492,800
2017,8,8,18202,76177,200
2017,8,7,78503,75261,775
2017,8,7,78503,75261,775
2017,8,7,78503,75261,775
2017,8,7,78503,75261,775
2017,8,7,46168,55379,950
2017,8,8,78503,75261,750
2017,8,7,18109,6492,300
2017,8,8,18109,6492,800
2017,8,8,78503,75261,800
2017,8,9,78503,75261,700
2017,8,8,78503,75261,0
2017,8,10,18202,76177,200
2017,8,8,78503,75261,700
2017,8,8,78503,75261,800
2017,8,8,78503,75261,800
2017,8,8,78503,75261,775
2017,8,10,46168,55379,1910
2017,8,9,78503,75261,785
2017,8,9,78503,75261,700
2017,8,10,78503,75261,750
2017,8,10,46168,55379,1850
2017,8,9,78503,75261,798
2017,8,11,18109,6492,200
2017,8,10,78503,75261,785
2017,8,10,78503,75261,700
2017,8,10,78503,75261,785
2017,8,14,18109,6492,800
2017,8,11,78503,75261,775
2017,8,11,78503,75261,800
2017,8,12,18109,6492,800
2017,8,13,18202,76177,2500
2017,8,14,46168,55379,950
2017,8,15,46168,55379,950
2017,8,17,46168,55379,950
2017,8,18,46168,55379,950
2017,8,19,46168,55379,950
2017,8,13,46168,55379,950
2017,8,13,18109,6492,800
2017,8,14,18109,6492,800
2017,8,14,18109,6492,300
2017,8,15,18109,6492,300
2017,8,16,18109,6492,300
2017,8,17,18109,6492,800
2017,8,17,18109,6492,300
2017,8,18,18109,6492,200
2017,8,19,18109,6492,800
2017,8,19,18109,6492,800
2017,8,15,18109,6492,800
2017,8,16,18109,6492,800
2017,8,18,18109,6492,800
2017,8,11,78503,75261,700
2017,8,12,46168,55379,1450
2017,8,14,78503,75261,785
2017,8,14,78503,75261,785
2017,8,14,78503,75261,785
2017,8,14,78503,75261,785
2017,8,15,78503,75261,750
2017,8,13,18109,6492,800
2017,8,14,78503,75261,700
2017,8,15,78503,75261,750
2017,8,15,78503,75261,750
2017,8,15,78503,75261,785
2017,8,16,18202,76177,2500
2017,8,17,46168,55379,1700
2017,8,16,78503,75261,785
2017,8,16,78503,75261,785
2017,8,16,78503,75261,785
2017,8,17,78503,75261,750
2017,8,18,78503,75261,0
2017,8,18,18109,6492,800
2017,8,18,78503,75261,700
2017,8,20,18109,6492,800
2017,8,21,18109,6492,300
2017,8,21,18109,6492,800
2017,8,22,18109,6492,800
2017,8,23,18109,6492,800
2017,8,24,18109,6492,800
2017,8,25,18109,6492,0
2017,8,25,18109,6492,800
2017,8,26,18109,6492,800
2017,8,20,18109,6492,800
2017,8,22,18109,6492,800
2017,8,23,18109,6492,800
2017,8,20,62025,30344,1800
2017,8,20,46168,55379,950
2017,8,21,46168,55379,950
2017,8,22,46168,55379,950
2017,8,24,46168,55379,1029
2017,8,25,46168,55379,950
2017,8,23,46168,55379,950
2017,8,21,78503,75261,725
2017,8,20,18202,76177,200
2017,8,20,46168,55379,1100
2017,8,21,62025,30344,1500
2017,8,22,18202,76177,200
2017,8,23,18202,76177,200
2017,8,24,78503,75261,750
2017,8,24,75241,32218,200
2017,8,22,46168,55379,1600
2017,8,22,78503,75261,725
2017,8,22,78503,75261,725
2017,8,23,75241,32218,200
2017,8,22,89115,80011,2000
2017,8,23,75241,32218,200
2017,8,23,46168,55379,1300
2017,8,23,78503,75261,750
2017,8,23,75241,32218,200
2017,8,22,78503,75261,750
2017,8,24,46168,55379,1250
2017,8,24,75241,32218,200
2017,8,24,78503,75261,700
2017,8,24,18202,76177,2500
2017,8,24,75241,32218,400
2017,8,25,75241,32218,2000
2017,8,25,75241,32218,2000
2017,8,24,18202,76177,2500
2017,8,25,78503,75261,700
2017,8,25,62025,30344,1950
2017,8,25,75241,32218,300
2017,8,25,46168,55379,1320
2017,8,26,18202,76177,2500
2017,8,29,75241,32218,200
2017,8,27,46168,55379,950
2017,8,28,46168,55379,950
2017,8,29,46168,55379,1000
2017,8,27,18109,6492,800
2017,8,28,18109,6492,800
2017,8,29,18109,6492,800
2017,8,30,18109,6492,800
2017,8,31,18109,6492,800
2017,9,2,18109,6492,800
2017,9,1,18109,6492,800
2017,8,25,46168,55379,1450
2017,8,24,78503,75261,750
2017,8,27,75241,32218,200
2017,8,25,78503,75261,1000
2017,8,28,78503,75261,725
2017,8,28,78503,75261,725
2017,8,28,78503,75261,1100
2017,8,28,78503,75261,1100
2017,8,26,75241,32218,300
2017,8,28,75241,32218,2000
2017,8,28,75241,32218,200
2017,8,25,78503,75261,700
2017,8,26,46168,55379,1450
2017,8,26,75241,32218,2000
2017,8,30,75241,32218,3600
2017,8,28,75241,32218,2000
2017,8,28,18109,6492,800
2017,8,28,78503,75261,725
2017,8,30,78503,75261,725
2017,8,30,78503,75261,725
2017,8,29,78503,75261,750
2017,8,28,75241,32218,0
2017,8,31,46168,55379,1300
2017,8,28,78503,75261,784
2017,8,29,78503,75261,725
2017,8,18,78503,75261,750
2017,8,30,78503,75261,700
2017,9,1,75241,32218,2200
2017,8,31,78503,75261,750
2017,8,31,78503,75261,750
2017,8,31,78503,75261,750
2017,8,31,18202,76177,200
2017,9,1,78503,75261,700
2017,9,1,78503,75261,725
2017,9,1,78503,75261,725
2017,9,1,78503,75261,700
2017,9,6,78503,75261,700
2017,9,1,18202,76177,2500
2017,8,31,18202,76177,2500
2017,9,3,18109,6492,800
2017,9,4,18109,6492,800
2017,9,5,18109,6492,800
2017,9,6,18109,6492,800
2017,9,7,18109,6492,800
2017,9,8,18109,6492,800
2017,9,9,18109,6492,800
2017,9,1,78503,75261,700
2017,9,2,62025,30344,3500
2017,9,4,75241,32218,200
2017,9,4,75241,32218,200
2017,9,4,62025,30344,1812
2017,9,5,62025,30344,1700
2017,9,5,46168,55379,3000
2017,9,5,95376,98032,3500
2017,9,5,78503,75261,725
2017,9,5,78503,75261,750
2017,9,5,78503,75261,785
2017,9,5,78503,75261,785
2017,9,6,75241,32218,2250
2017,9,7,78503,75261,700
2017,9,5,95391,98032,3800
2017,9,5,75241,32218,2000
2017,9,6,78503,75261,750
2017,9,6,78503,75261,750
2017,9,6,78503,75261,750
2017,9,7,78503,75261,800
2017,9,7,78503,75261,750
2017,9,8,46168,55379,1200
2017,9,8,78503,75261,750
2017,9,8,78503,75261,750
2017,9,10,18109,6492,800
2017,9,11,18109,6492,800
2017,9,13,18109,6492,800
2017,9,14,18109,6492,800
2017,9,15,18109,6492,800
2017,9,15,18109,6492,300
2017,9,16,18109,6492,200
2017,9,10,46168,55379,1200
2017,9,11,78503,75261,700
2017,9,10,18202,76177,300
2017,9,11,62025,30344,3900
2017,9,12,18202,76177,2500
2017,9,11,78503,75261,0
2017,9,12,78503,75261,700
2017,9,12,46168,55379,1500
2017,9,13,78503,75261,700
2017,9,15,75241,32218,200
2017,9,13,46168,55379,1150
2017,9,12,18109,6492,800
2017,9,14,78503,75261,700
2017,9,15,78503,75261,700
2017,9,18,78503,75261,700
2017,9,14,75241,32218,200
2017,9,15,18202,76177,2500
2017,9,14,78503,75261,750
2017,9,14,75241,32218,2200
2017,9,15,46168,55379,1920
2017,9,15,78503,75261,700
2017,9,15,62025,30344,3900
2017,9,16,75241,32218,200
2017,9,16,46168,55379,1000
2017,9,17,75241,32218,2000
2017,9,18,75241,32218,200
2017,9,19,75241,32218,2000
2017,9,23,75241,32218,2000
2017,9,17,18109,6492,800
2017,9,18,18109,6492,300
2017,9,19,18109,6492,300
2017,9,21,18109,6492,300
2017,9,23,18109,6492,800
2017,9,17,46168,55379,1300
2017,9,18,78503,75261,785
2017,9,19,78503,75261,700
2017,9,20,78503,75261,700
2017,9,19,18202,76177,2500
2017,9,20,18109,6492,800
2017,9,20,18202,76177,200
2017,8,29,75241,32218,200
2017,8,29,75241,32218,200
2017,9,20,78503,75261,750
2017,9,21,75241,32218,2400
2017,9,20,78503,75211,700
2017,9,22,78503,75261,700
2017,9,20,89115,80011,200
2017,9,21,78503,75261,750
2017,9,25,78503,75261,700
2017,9,22,18109,6492,800
2017,9,22,75241,32218,2200
2017,9,27,78503,75261,700
2017,9,22,75241,32218,2600
2017,9,23,46168,55379,1500
2017,9,25,18109,6492,800
2017,9,26,18109,6492,800
2017,9,27,18109,6492,800
2017,9,28,18109,6492,800
2017,9,29,18109,6492,800
2017,9,30,18109,6492,800
2017,9,24,18109,6492,800
2017,9,22,18202,76177,5000
2017,9,24,75241,32218,200
2017,9,24,75241,32218,2100
2017,9,24,95376,98032,500
2017,9,25,18202,76177,5500
2017,9,25,46168,55379,1620
2017,9,25,62025,30344,3000
2017,9,26,75241,32218,2000
2017,9,27,18202,76177,200
2017,9,26,78503,75261,700
2017,9,26,18202,76177,2500
2017,9,26,78503,75211,800
2017,8,22,78503,75261,150
2017,9,27,46168,55379,1700
2017,9,27,78503,75261,750
2017,9,27,78503,75261,800
2017,9,28,78503,75261,800
2017,9,28,78503,75261,800
2017,9,28,78503,75261,800
2017,9,28,18109,6492,250
2017,9,27,78503,75261,800
2017,9,27,78503,75261,800
2017,9,28,18202,76177,3000
2017,9,28,46168,55379,1600
2017,9,29,75241,32218,200
2017,9,28,78503,75261,900
2017,9,29,78503,75261,800
2017,9,29,78503,75261,800
2017,10,2,78503,75261,700
2017,10,2,78503,75261,700
2017,9,29,18202,76177,3300
2017,9,29,78503,75261,700
2017,9,28,78503,75261,900
2017,9,28,78503,75261,900
2017,10,2,78503,75261,800
2017,10,2,78503,75261,800
2017,10,3,78503,75261,800
2017,10,3,78503,75261,800
2017,10,4,78503,75261,800
2017,9,30,46168,55379,1822
2017,10,1,18109,6492,800
2017,10,2,18109,6492,800
2017,10,3,18109,6492,800
2017,10,4,18109,6492,800
2017,10,5,18109,6492,800
2017,10,6,18109,6492,800
2017,10,7,18109,6492,800
2017,9,30,18109,6492,200
2017,9,30,62025,30344,3000
2017,10,1,18109,6492,500
2017,10,2,18109,6492,1050
2017,10,3,18109,6492,1050
2017,10,4,18109,6492,1050
2017,10,6,18109,6492,1050
2017,10,7,18109,6492,1050
2017,10,5,18109,6492,1050
2017,10,2,18202,76177,5000
2017,10,1,62025,30344,1800
2017,10,2,75241,32218,2100
2017,10,2,75241,32218,250
2017,10,3,75241,32218,2500
2017,10,4,78503,75261,700
2017,10,2,62025,30344,3000
2017,10,4,18202,76177,2750
2017,10,4,75241,32218,2000
2017,10,5,78503,75261,800
2017,10,5,78503,75261,800
2017,10,3,78503,75261,800
2017,10,4,46168,55379,1975
2017,10,4,18202,76177,450
2017,10,5,75241,32218,200
2017,10,5,18202,76177,4480
2017,10,4,78503,75261,847
2017,10,5,18202,76177,2800
2017,10,6,78503,75261,700
2017,10,8,75241,32218,2400
2017,10,9,18109,6492,800
2017,10,10,18109,6492,800
2017,10,11,18109,6492,800
2017,10,12,18109,6492,800
2017,10,13,18109,6492,800
2017,10,14,18109,6492,800
2017,10,8,18109,6492,300
2017,10,9,18109,6492,1050
2017,10,11,18109,6492,1050
2017,10,12,18109,6492,400
2017,10,13,18109,6492,1050
2017,10,14,18109,6492,300
2017,10,9,28214,75241,400
2017,10,10,28214,75241,200
2017,10,8,62025,30344,500
2017,10,8,28214,75241,2300
2017,10,9,28214,75241,2100
2017,10,9,75241,32218,750
2017,10,8,18109,6492,800
2017,10,9,62025,30344,500
2017,10,10,75241,32218,2200
2017,10,11,78503,75261,700
2017,10,9,78503,75261,750
2017,10,11,75241,32218,2250
2001,9,1,75241,32218,200
2017,10,10,78503,75261,700
2017,10,10,78503,75261,750
2017,10,11,18202,76177,200
2017,10,11,18202,76177,2500
2017,10,10,18109,6492,1050
2017,10,11,78503,75261,750
2017,10,12,46168,55379,200
2017,10,11,18109,6492,413
2017,10,11,78503,75261,700
2017,10,13,46168,55379,1800
2017,10,12,78503,75261,750
2017,10,12,78503,75261,1300
2017,10,16,78503,75261,700
2017,10,13,18202,76177,3000
2017,10,13,78503,75261,700
2017,10,13,78503,75261,725
2017,10,14,28214,75241,2340
2017,10,13,18109,6492,415
2017,10,15,18109,6492,800
2017,10,16,18109,6492,800
2017,10,17,18109,6492,800
2017,10,18,18109,6492,800
2017,10,19,18109,6492,800
2017,10,20,18109,6492,800
2017,10,21,18109,6492,800
2017,10,15,18202,76177,4580
2017,10,16,75241,32218,200
2017,10,16,75241,32218,200
2017,10,15,62025,30344,1700
2017,10,16,46168,55379,194
2017,10,16,78503,75261,800
2017,10,17,78503,75261,850
2017,10,17,78503,75261,775
2017,10,16,18109,6492,200
2017,10,17,75241,32218,3866
2017,10,16,78503,75261,1000
2017,10,17,75241,32218,2000
2017,10,17,75241,32218,2000
2017,10,17,78503,75261,775
2017,10,18,75241,32218,2500
2017,10,18,78503,75261,775
2017,10,18,78503,75261,775
2017,10,18,78503,75261,775
2017,10,19,78503,75261,775
2017,10,19,78503,75261,775
2017,10,19,78503,75261,775
2017,10,17,75241,32218,250
2017,10,17,18109,6492,600
2017,10,19,75241,32218,2200
2017,10,20,78503,75261,775
2017,10,20,78503,75261,775
2017,10,18,78503,75261,725
2017,10,20,78503,75261,700
2017,10,19,75241,32218,200
2017,10,19,62025,30344,3000
2017,10,20,78503,75261,750
2017,10,20,78503,75261,750
2017,10,21,75241,32218,530
2017,10,23,78503,75261,775
2017,10,20,18109,6492,375
2017,10,22,18202,76177,324
2017,10,22,18109,6492,1000
2017,10,23,18109,6492,1000
2017,10,22,18202,76177,5030
2017,10,22,75241,32218,1755
2017,10,22,75241,32218,500
2017,10,23,62025,30344,2000
2017,10,23,75241,32218,2900
2017,10,24,78503,75261,775
2017,10,25,78503,75261,775
2017,10,25,78503,75261,775
2017,10,26,78503,75261,775
2017,10,26,78503,75261,775
2017,10,23,75241,32218,200
2017,10,23,75241,32218,200
2017,10,24,75241,32218,200
2017,10,24,75241,32218,2000
2017,10,23,18109,6492,250
2017,10,24,18109,6492,1181
2017,10,24,18109,6492,900
2017,10,23,78503,75261,750
2017,10,25,78503,75261,150
2017,10,25,75241,32218,2200
2017,10,24,75241,32218,200
2017,10,24,75241,32218,200
2017,10,24,75241,32218,200
2017,10,24,75241,32218,200
2017,10,25,75241,32218,200
2017,10,25,18109,6492,900
2017,10,26,18109,6492,900
2017,10,27,18109,6492,900
2017,10,28,18109,6492,900
2017,10,25,75241,32218,200
2017,10,25,75241,32218,200
2017,10,26,46168,55379,1200
2017,10,27,46168,55379,1500
2017,10,26,78503,75261,800
2017,10,25,75241,32218,2000
2017,10,26,75241,32218,2000
2017,10,26,75241,32218,200
2017,10,26,75241,32218,2500
2017,10,27,78503,75261,700
2017,10,30,78503,75261,700
2017,10,26,75241,32218,200
2017,10,27,75241,32218,2000
2017,10,27,78503,75261,700
2017,10,27,46168,55379,1700
2017,10,26,78503,75261,800
2017,10,28,75241,32218,2200
2017,10,27,78503,75261,1400
2017,10,27,75241,32218,200
2017,10,27,75241,32218,2000
2017,10,30,95304,98032,2900
2017,11,1,95304,98032,2900
2017,11,3,95304,98032,2900
2017,11,2,95304,98032,2900
2017,10,29,75241,32218,300
2017,10,29,46168,55379,1600
2017,10,29,18109,6492,900
2017,10,30,18109,6492,900
2017,10,31,18109,6492,900
2017,11,1,18109,6492,900
2017,11,2,18109,6492,900
2017,11,3,18109,6492,900
2017,11,4,18109,6492,900
2017,11,1,75241,32218,250
2017,10,31,18109,6492,800
2017,10,30,78503,75261,775
2017,10,30,78503,75261,775
2017,10,31,75241,32218,2000
2017,10,30,75241,32218,200
2017,10,30,75241,32218,2000
2017,10,31,46168,55379,200
2017,10,31,75241,32218,2000
2017,10,30,78503,75261,1100
2017,11,1,46168,55379,1200
2017,10,31,78503,75261,950
2017,10,31,75241,32218,300
2017,11,3,75241,32218,200
2017,10,31,75241,32218,200
2017,11,1,75241,32218,2000
2017,11,1,78503,75261,775
2017,11,2,78503,75261,775
2017,11,2,78503,75261,700
2017,11,3,78503,75261,775
2017,11,6,78503,75261,700
2017,11,2,75241,32218,200
2017,11,2,75241,32218,200
2017,11,2,18109,6492,1214
2017,11,1,78503,75261,1178
2017,11,1,75241,32218,200
2017,11,2,75241,32218,200
2017,11,3,78503,75261,700
2017,11,4,75241,32218,2000
2017,11,5,75241,32218,2200
2017,11,3,75241,32218,200
2017,11,4,18109,6492,900
2017,11,6,95304,98032,2900
2017,11,11,95304,98032,5010
2017,11,7,95304,98032,2900
2017,11,8,95304,98032,2900
2017,11,5,95304,98032,2900
2017,11,6,75241,32218,2500
2017,11,5,75241,32218,2200
2017,11,5,75241,32218,2000
2017,11,5,18109,6492,900
2017,11,6,18109,6492,200
2017,11,7,18109,6492,900
2017,11,8,18109,6492,200
2017,11,9,18109,6492,900
2017,11,10,18109,6492,200
2017,11,11,18109,6492,900
2017,11,5,95304,98032,3100
2017,11,5,75241,32218,2000
2017,11,8,75241,32218,200
2017,11,7,78503,75261,775
2017,11,6,60632,28273,2800
2017,11,7,75241,32218,2000
2017,11,7,75241,32218,2000
2017,11,7,18109,6492,1050
2017,11,7,78503,75261,750
2017,11,7,78503,75261,775
2017,11,8,18109,6492,1000
2017,11,7,75241,32218,200
2017,11,8,75241,32218,2000
2017,11,9,18109,6492,200
2017,11,11,18109,6492,1300
2017,11,8,18109,6492,1050
2017,11,8,46168,55379,1600
2017,11,9,46168,55379,1800
2017,11,8,78503,75261,775
2017,11,9,78503,75261,800
2017,11,9,78503,75261,700
2017,11,9,78503,75261,775
2017,11,9,18109,6492,900
2017,11,9,75241,32218,2942
2017,11,8,75241,32218,2000
2017,11,9,75241,32218,2000
2017,11,9,18109,6492,382
2017,11,9,75241,32218,2300
2017,11,9,78503,75261,800
2017,11,11,75241,32218,2200
2017,11,13,78503,75261,700
2017,11,9,75241,32218,2000
2017,11,9,75241,32218,2000
2017,11,10,18109,6492,428
2017,11,10,78503,75261,700
2017,11,11,75241,32218,2800
2017,11,10,78503,75261,1095
2017,11,12,75241,32218,2000
2017,11,11,75241,32218,2900
2017,11,12,18109,6492,200
2017,11,14,18109,6492,200
2017,11,15,18109,6492,200
2017,11,16,18109,6492,900
2017,11,17,18109,6492,200
2017,11,13,18109,6492,200
2017,11,10,78503,75261,700
2017,11,13,18109,6492,1200
2017,11,13,75241,32218,2100
2017,11,13,75241,32218,2200
2017,11,15,78503,75261,700
2017,11,15,78503,75261,750
2017,11,13,78503,75261,900
2017,11,13,75241,32218,2000
2017,11,13,75241,32218,2000
2017,11,14,75241,32218,2000
2017,11,14,75241,32218,2000
2017,11,14,75241,32218,1940
2017,11,15,18109,6492,200
2017,11,14,78503,75261,750
2017,11,14,75241,32218,2000
2017,11,14,75241,32218,200
2017,11,15,75241,32218,2000
2017,11,15,75241,32218,2000
2017,11,15,75241,32218,2000
2017,11,17,75241,32218,2000
2017,11,15,78503,75261,900
2017,11,16,78503,75261,800
2017,11,17,78503,75261,700
2017,11,20,78503,75261,700
2017,11,16,75241,32218,2000
2017,11,16,75241,32218,2000
2017,11,16,78503,75261,1000
2017,11,16,78503,75261,1200
2017,11,16,75241,32218,2400
2017,11,16,75241,32218,2000
2017,11,17,75241,32218,2000
2017,11,18,62025,30344,3000
2017,11,17,75241,32218,2000
2017,11,18,75241,32218,2000
2017,11,18,18109,6492,619
2017,11,18,18109,6492,1000
2017,11,17,78503,75261,700
2017,11,19,46168,55379,1400
2017,11,19,75241,32218,3800
2017,11,19,18109,6492,744
2017,11,19,18109,6492,900
2017,11,19,18109,6492,1050
2017,11,23,18109,6492,200
2017,11,22,18109,6492,400
2017,11,19,62025,30344,3000
2017,11,20,75241,32218,1200
2017,11,20,75241,32218,1200
2017,11,20,75241,32218,2400
2017,11,19,75241,32218,3600
2017,11,21,46168,55379,1766
2017,11,20,18109,6492,900
2017,11,20,75241,32218,2400
2017,11,20,75241,32218,2400
2017,11,22,78503,75261,700
2017,11,20,18109,6492,200
2017,11,21,18109,6492,900
2017,11,21,62025,30344,3000
2017,11,24,95304,98032,2900
2017,11,21,78503,75261,1078
2017,11,22,62025,30344,2100
2017,11,21,75241,32218,2900
2017,11,21,75241,32218,500
2017,11,22,18109,6492,200
2017,11,23,18109,6492,200
2017,11,24,18109,6492,200
2017,11,25,18109,6492,200
2017,11,21,78503,75261,1050
2017,11,23,18109,6492,1000
2017,11,27,78503,75261,700
2017,11,24,78503,75261,1000
