UnixTime,Month,Day,Equipment Type,Lane,Distance,Lanes with 1ple Carriers,Mileage Band Lower,Mileage Band Upper,Freight Charge,Fuel Charge,GM$,Same Day Loads,Total Cost USD
1499385600,7,2,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,121.94,134,0,1000
1499385600,7,3,Reefer - 53,"Dallas, TX -- Jacksonville, FL",1020.5,1,1000,1500,1513.17,201.06,64,0,1700
1499385600,7,5,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1731.55,121.94,-97,0,1950
1499385600,7,5,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-179,0,900
1499385600,7,5,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-179,0,900
1499385600,7,5,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-179,0,900
1499904000,7,5,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-529,0,1250
1499990400,7,5,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1731.55,121.94,-347,0,2200
1499990400,7,5,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-279,0,1000
1499990400,7,5,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,121.94,34,0,1100
1499990400,7,5,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,21,0,700
1499990400,7,5,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,21,0,700
1499990400,7,6,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-29,0,750
1499990400,7,6,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-179,0,900
1499990400,7,6,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-181,0,1200
1499990400,7,6,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-279,0,1000
1499990400,7,6,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-179,0,900
1499990400,7,6,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-229,0,950
1500163200,7,7,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,0,0,-500,0,500
1500249600,7,7,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1731.55,121.94,-147,0,2000
1500422400,7,7,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,121.94,34,0,1100
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,37.18,18,0,800
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,37.18,18,0,800
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,37.18,18,0,800
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,-175,0,500
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,-175,0,500
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,37.18,657,0,160
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1500508800,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1500768000,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1500854400,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1500854400,7,7,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,125,0,200
1500940800,7,9,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,121.94,-266,0,1400
1500940800,7,9,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,0.01,0,-200,0,200
1501113600,7,10,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-179,0,900
1501113600,7,10,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-179,0,900
1501113600,7,10,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1501113600,7,10,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1501113600,7,10,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,0,0,125,0,200
1501113600,7,10,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-229,0,950
1501113600,7,10,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,638.25,83.02,-229,0,950
1501113600,7,11,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,-800,0,1940
1501113600,7,11,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-79,0,800
1501113600,7,11,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1501113600,7,11,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1501113600,7,11,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1501113600,7,11,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1501113600,7,11,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,55,0,2500
1501113600,7,12,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-479,0,1200
1501113600,7,12,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-479,0,1200
1501113600,7,12,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1501113600,7,12,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-29,0,750
1501113600,7,12,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-379,0,1100
1501200000,7,12,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-279,0,1000
1501545600,7,13,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,-81,0,900
1501718400,7,13,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-279,0,1000
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,125,0,200
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,125,0,200
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,-75,0,400
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1501718400,7,14,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1501718400,7,14,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,21,0,700
1501718400,7,14,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,21,0,700
1501804800,7,14,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-229,0,950
1501977600,7,14,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-229,0,950
1501977600,7,15,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,-60,0,1200
1502064000,7,16,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1502064000,7,16,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,40,0,1100
1502323200,7,17,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1502409600,7,17,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,55,0,2500
1502409600,7,17,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,55,0,2500
1502409600,7,17,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,648.63,77.84,-74,0,800
1502409600,7,17,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1502409600,7,17,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1502409600,7,17,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1502409600,7,17,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-179,0,900
1502409600,7,17,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,-60,0,1200
1502409600,7,17,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,140,0,1000
1502409600,7,17,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,0,0,-200,0,200
1502409600,7,17,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,-260,0,1400
1502409600,7,17,Reefer - 53,"Dallas, TX -- Jacksonville, FL",1020.5,1,1000,1500,1513.17,202.75,-234,0,2000
1502409600,7,18,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-79,0,800
1502409600,7,18,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-204,0,925
1502409600,7,18,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-174,0,900
1502668800,7,18,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,77.84,-79,0,800
1502928000,7,19,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,648.63,77.84,-24,0,750
1502928000,7,19,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,648.63,77.84,-171,0,897
1502928000,7,19,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,125,0,200
1502928000,7,19,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-74,0,800
1502928000,7,19,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-124,0,850
1502928000,7,20,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-98,0,825
1502928000,7,20,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-274,0,1000
1502928000,7,20,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,40,0,1100
1502928000,7,20,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,155,0,2400
1502928000,7,20,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1502928000,7,20,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1502928000,7,20,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1502928000,7,20,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1503532800,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1503532800,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,200
1503532800,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1503532800,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1503532800,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1503532800,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1503532800,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1503705600,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1504137600,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1504137600,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1504137600,7,20,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1504137600,7,20,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-195,0,922
1504137600,7,21,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,0,0,-200,0,200
1504137600,7,21,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-271,0,997
1504137600,7,21,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1504742400,7,21,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,26,0,700
1504742400,7,21,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,26,0,700
1504742400,7,21,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1504742400,7,22,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,240,0,900
1504742400,7,23,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1504742400,7,24,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-124,0,850
1504742400,7,24,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,119,0,700
1505174400,7,24,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1505433600,7,24,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,26,0,700
1505433600,7,25,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-124,0,850
1505433600,7,25,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-74,0,800
1505433600,7,25,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1505433600,7,25,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0.01,0,-75,0,300
1505779200,7,25,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1731.55,128.04,910,0,950
1505952000,7,26,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-74,0,800
1506038400,7,26,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-13,0,897
1506038400,7,26,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-124,0,850
1506038400,7,26,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-74,0,800
1506038400,7,27,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,63,0,1077
1506038400,7,27,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-174,0,900
1506038400,7,27,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-124,0,850
1506038400,7,27,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,55,0,2500
1506470400,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,1,800
1506643200,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1506643200,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1506643200,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506643200,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1506643200,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506643200,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506643200,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,667.38,39.04,19,0,800
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,-75,0,300
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1506729600,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1507248000,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1507248000,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1507248000,7,27,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,0,0,25,0,300
1507248000,7,27,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,134,0,750
1507248000,7,27,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,26,0,700
1507248000,7,27,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-171,0,897
1507248000,7,27,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-124,0,850
1507248000,7,27,Reefer - 53,"Dallas, TX -- Jacksonville, FL",1020.5,1,1000,1500,1513.17,206.01,-131,0,1900
1507248000,7,28,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-91,0,975
1507248000,7,28,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1507248000,7,28,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,55,0,2500
1507248000,7,28,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1507420800,7,28,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1507593600,7,28,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1507680000,7,28,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1507852800,7,28,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1507852800,7,28,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.8,1,500,750,1012.27,128.06,190,0,950
1507852800,7,28,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-24,0,750
1507852800,7,28,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1507852800,7,28,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-66,0,950
1507852800,7,29,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,140,0,1000
1507852800,7,29,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,55,0,2500
1507852800,7,30,Van - 53 Feet,"Hazleton, PA -- Fort Worth, TX",1494.2,1,1000,1500,2241.3,313.78,-445,0,3000
1508112000,7,31,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-69,0,795
1508198400,7,31,intermodal,"Chicago, IL -- Charlotte, NC",768.2,0,750,1000,1560,0,353,1,1207
1508457600,7,31,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-24,0,750
1508457600,7,31,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,26,0,700
1508457600,8,1,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,40,0,1100
1508716800,8,1,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-49,0,775
1508716800,8,1,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-49,0,775
1508716800,8,1,Van - 53 Feet,"Allentown, PA -- Wallingford, CT",185.9,1,150,200,917.23,39.04,269,0,800
1508803200,8,1,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.22,83.02,26,0,700
1508803200,8,2,Van - 53 Feet,"Edwardsville, IL -- Atlanta, GA",564.8,1,500,750,2084.11,118.61,703,0,1500
1508803200,8,2,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-24,0,750
1508803200,8,2,Van - 53 Feet,"Mcallen, TX -- Dallas, TX",518.9,1,500,750,643.44,83.02,-74,0,800
1509148800,8,2,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,128.04,190,0,950
1509148800,8,2,Van - 53 Feet,"Plainfield, IN -- Shakopee, MN",609.7,1,500,750,1012.1,134.13,196,0,950
